hourTimestamp,MAGMA Melter/Line Utilities/Oxygen Fuel Sum Gas Energy,MAGMA Melter/Properties/Glass Exit Tonnage Total,Energy Consumption Rate
2024-11-08T00:00:00Z,22.5068868,0.002450299,9185.363419
2024-11-08T01:00:00Z,22.99306822,0.00249377,9220.204036
2024-11-08T02:00:00Z,23.39818104,0.00254433,9196.205304
2024-11-08T03:00:00Z,23.1996315,0.002505843,9258.214302
2024-11-08T04:00:00Z,23.07965236,0.002478384,9312.379502
2024-11-08T05:00:00Z,23.21113601,0.002525816,9189.559338
2024-11-08T06:00:00Z,23.12614276,0.002496178,9264.620856
2024-11-08T07:00:00Z,22.86090241,0.002466679,9267.88707
2024-11-08T08:00:00Z,23.14385402,0.002518258,9190.422117
2024-11-08T09:00:00Z,23.16501137,0.002490371,9301.831482
2024-11-08T10:00:00Z,23.07319545,0.002505709,9208.25022
2024-11-08T11:00:00Z,23.11406303,0.002495824,9261.094945
2024-11-08T12:00:00Z,22.94055247,0.002439673,9403.125939
2024-11-08T13:00:00Z,19.10267473,0.002254574,8472.853288
2024-11-08T14:00:00Z,22.81604429,0.002481284,9195.257089
2024-11-08T15:00:00Z,20.95702815,0.002231195,9392.737143
2024-11-08T16:00:00Z,21.78933201,0.002353089,9259.884352
2024-11-08T17:00:00Z,21.89692553,0.002365243,9257.791073
2024-11-08T18:00:00Z,22.27921341,0.002420038,9206.141974
2024-11-08T19:00:00Z,22.21979966,0.002416003,9196.925525
2024-11-08T20:00:00Z,22.17757226,0.002387635,9288.510287
2024-11-08T21:00:00Z,22.42155819,0.002431435,9221.533041
2024-11-08T22:00:00Z,22.2388126,0.002397944,9274.116743
2024-11-08T23:00:00Z,21.90123285,0.002371821,9233.931587
2024-11-09T00:00:00Z,21.90963423,0.002353158,9310.736563
2024-11-09T01:00:00Z,21.90061504,0.002363722,9265.309135
2024-11-09T02:00:00Z,22.21242415,0.002413401,9203.785094
2024-11-09T03:00:00Z,22.26445917,0.002411369,9233.119929
2024-11-09T04:00:00Z,21.9413611,0.002343618,9362.17468
2024-11-09T05:00:00Z,22.03252057,0.002377739,9266.16444
2024-11-09T06:00:00Z,22.12803251,0.002392522,9248.831363
2024-11-09T07:00:00Z,21.99217701,0.002348669,9363.676623
2024-11-09T08:00:00Z,21.92244175,0.002373732,9235.432538
2024-11-09T09:00:00Z,22.3160464,0.002409493,9261.71871
2024-11-09T10:00:00Z,22.33864383,0.00240977,9270.031509
2024-11-09T11:00:00Z,22.36052245,0.002417761,9248.44203
2024-11-09T12:00:00Z,22.26608727,0.002429527,9164.782803
2024-11-09T13:00:00Z,22.07851945,0.002365233,9334.606548
2024-11-09T14:00:00Z,22.24772538,0.002416148,9207.931542
2024-11-09T15:00:00Z,22.306614,0.002415261,9235.695024
2024-11-09T16:00:00Z,22.35806408,0.00244238,9154.211908
2024-11-09T17:00:00Z,22.39760565,0.002402264,9323.540481
2024-11-09T18:00:00Z,22.34626075,0.002408791,9276.961243
2024-11-09T19:00:00Z,21.76357775,0.002401091,9064.037036
2024-11-09T20:00:00Z,21.57058446,0.002313223,9324.904888
2024-11-09T21:00:00Z,21.4296002,0.002303857,9301.619068
2024-11-09T22:00:00Z,21.74785988,0.002367893,9184.477457
2024-11-09T23:00:00Z,21.97480088,0.002375836,9249.291988
2024-11-10T00:00:00Z,21.7052455,0.002305568,9414.272535
2024-11-10T01:00:00Z,21.75815229,0.002345344,9277.168846
2024-11-10T02:00:00Z,21.92101507,0.002362394,9279.152872
2024-11-10T03:00:00Z,21.77870134,0.002419626,9000.854405
2024-11-10T04:00:00Z,22.04107939,0.002389921,9222.513794
2024-11-10T05:00:00Z,22.08557918,0.002377607,9288.994851
2024-11-10T06:00:00Z,22.03877708,0.002386596,9234.397896
2024-11-10T07:00:00Z,22.02516516,0.002367886,9301.615517
2024-11-10T08:00:00Z,21.93039359,0.00235741,9302.74903
2024-11-10T09:00:00Z,22.13348037,0.002393573,9247.046307
2024-11-10T10:00:00Z,22.17269394,0.002381584,9310.061682
2024-11-10T11:00:00Z,22.24903144,0.002407344,9242.148791
2024-11-10T12:00:00Z,22.40859066,0.002412121,9289.994432
2024-11-10T13:00:00Z,22.37777896,0.002413017,9273.775924
2024-11-10T14:00:00Z,22.55264259,0.002450408,9203.627555
2024-11-10T15:00:00Z,22.58187552,0.002450185,9216.396117
2024-11-10T16:00:00Z,22.74776318,0.002469276,9212.321012
2024-11-10T17:00:00Z,22.34507831,0.002395173,9329.212675
2024-11-10T18:00:00Z,22.59233651,0.00245635,9197.523362
2024-11-10T19:00:00Z,23.49847906,0.002538201,9257.926799
2024-11-10T20:00:00Z,23.65699846,0.002567252,9214.910909
2024-11-10T21:00:00Z,23.90340672,0.002611406,9153.462434
2024-11-10T22:00:00Z,23.61025422,0.002533166,9320.452833
2024-11-10T23:00:00Z,23.02697165,0.002496619,9223.2622
2024-11-11T00:00:00Z,22.09160504,0.002368415,9327.59041
2024-11-11T01:00:00Z,21.88571083,0.002390062,9156.963639
2024-11-11T02:00:00Z,22.45389725,0.00243041,9238.728136
2024-11-11T03:00:00Z,22.41026589,0.002421113,9256.183371
2024-11-11T04:00:00Z,21.83345559,0.00236078,9248.407556
2024-11-11T05:00:00Z,21.97061884,0.002373391,9257.058293
2024-11-11T06:00:00Z,22.0090444,0.002375579,9264.707425
2024-11-11T07:00:00Z,21.8614645,0.002363104,9251.164782
2024-11-11T08:00:00Z,21.97701388,0.002385612,9212.316957
2024-11-11T09:00:00Z,22.24637023,0.00243593,9132.598322
2024-11-11T10:00:00Z,22.09685956,0.002357731,9372.08679
2024-11-11T11:00:00Z,22.05290181,0.002392801,9216.35431
2024-11-11T12:00:00Z,21.91571179,0.002338338,9372.345568
2024-11-11T13:00:00Z,22.24313235,0.002424457,9174.480038
2024-11-11T14:00:00Z,21.94249811,0.00236617,9273.424188
2024-11-11T15:00:00Z,22.05380718,0.002377861,9274.641024
2024-11-11T16:00:00Z,22.09640504,0.002395547,9223.949703
2024-11-11T17:00:00Z,22.35517416,0.002420748,9234.820874
2024-11-11T18:00:00Z,20.02637418,0.002285818,8761.141167
2024-11-11T19:00:00Z,25.14262547,0.002657138,9462.295699
2024-11-11T20:00:00Z,21.47298564,0.002321359,9250.178727
2024-11-11T21:00:00Z,21.64509701,0.002358389,9177.91637
2024-11-11T22:00:00Z,22.19586595,0.002429907,9134.450804
2024-11-11T23:00:00Z,22.10622434,0.002411229,9168.031879
2024-11-12T00:00:00Z,22.1200135,0.002393447,9241.906547
2024-11-12T01:00:00Z,22.14228504,0.002401944,9218.485127
2024-11-12T02:00:00Z,21.94828744,0.002359942,9300.350365
2024-11-12T03:00:00Z,22.20652223,0.00241916,9179.435106
2024-11-12T04:00:00Z,22.18390742,0.002417898,9174.873142
2024-11-12T05:00:00Z,21.98472921,0.00238577,9214.940757
2024-11-12T06:00:00Z,21.93431581,0.002366601,9268.277927
2024-11-12T07:00:00Z,21.60799686,0.002466017,8762.306529
2024-11-12T08:00:00Z,22.06233767,0.002410509,9152.563907
2024-11-12T09:00:00Z,22.00778258,0.002379624,9248.428567
2024-11-12T10:00:00Z,22.03546423,0.002378065,9266.132015
2024-11-12T11:00:00Z,22.0977034,0.002409224,9172.124883
2024-11-12T12:00:00Z,22.2594811,0.00241585,9213.93344
2024-11-12T13:00:00Z,22.1915747,0.002417215,9180.637511
2024-11-12T14:00:00Z,22.35041302,0.00243116,9193.312254
2024-11-12T15:00:00Z,22.12632099,0.002398008,9226.958788
2024-11-12T16:00:00Z,22.09689996,0.002383979,9268.915523
2024-11-12T17:00:00Z,21.78173998,0.002337801,9317.19166
2024-11-12T18:00:00Z,19.39509565,0.002192602,8845.698239
2024-11-12T19:00:00Z,21.84884592,0.002386456,9155.352506
2024-11-12T20:00:00Z,21.60294799,0.002337506,9241.879161
2024-11-12T21:00:00Z,22.05446396,0.002412217,9142.819224
2024-11-12T22:00:00Z,22.55164898,0.002448155,9211.691654
2024-11-12T23:00:00Z,22.29243373,0.002413709,9235.758631
2024-11-13T00:00:00Z,22.01554252,0.002398156,9180.196167
2024-11-13T01:00:00Z,22.07808784,0.002398627,9204.46899
2024-11-13T02:00:00Z,22.20146794,0.002433594,9122.913658
2024-11-13T03:00:00Z,22.07643816,0.002380247,9274.851795
2024-11-13T04:00:00Z,21.77902497,0.00235516,9247.365347
2024-11-13T05:00:00Z,21.75353012,0.002341324,9291.123364
2024-11-13T06:00:00Z,21.38737597,0.00229379,9324.034009
2024-11-13T07:00:00Z,21.22745385,0.00229298,9257.583516
2024-11-13T08:00:00Z,21.38540738,0.002304775,9278.739738
2024-11-13T09:00:00Z,21.54608903,0.002338579,9213.325284
2024-11-13T10:00:00Z,21.72422893,0.002364173,9188.933691
2024-11-13T11:00:00Z,21.62957629,0.002346728,9216.908091
2024-11-13T12:00:00Z,21.70741518,0.002379479,9122.759722
2024-11-13T13:00:00Z,21.42396383,0.002298538,9320.6916
2024-11-13T14:00:00Z,21.4579294,0.002314466,9271.222563
2024-11-13T15:00:00Z,22.03696588,0.002411521,9138.20194
2024-11-13T16:00:00Z,21.66742019,0.002345505,9237.848647
2024-11-13T17:00:00Z,20.95676108,0.002257991,9281.153503
2024-11-13T18:00:00Z,21.07359475,0.002332649,9034.190206
2024-11-13T19:00:00Z,20.90307008,0.00237704,8793.739306
2024-11-13T20:00:00Z,21.23087416,0.002295483,9248.979043
2024-11-13T21:00:00Z,21.41204898,0.002333003,9177.891747
2024-11-13T22:00:00Z,21.35625709,0.002325336,9184.159661
2024-11-13T23:00:00Z,21.38796901,0.002312696,9248.067628
2024-11-14T00:00:00Z,21.56402302,0.002343663,9200.991363
2024-11-14T01:00:00Z,21.5243915,0.002351308,9154.220332
2024-11-14T02:00:00Z,21.54120784,0.002349223,9169.50321
2024-11-14T03:00:00Z,21.67873206,0.002350068,9224.725438
2024-11-14T04:00:00Z,21.61168998,0.002339782,9236.625455
2024-11-14T05:00:00Z,21.21187062,0.002288614,9268.435228
2024-11-14T06:00:00Z,21.30165125,0.002298501,9267.627576
2024-11-14T07:00:00Z,21.43968607,0.002328931,9205.805612
2024-11-14T08:00:00Z,21.47953594,0.00232892,9222.959973
2024-11-14T09:00:00Z,21.28671684,0.002259224,9422.136468
2024-11-14T10:00:00Z,21.27257167,0.002309501,9210.895198
2024-11-14T11:00:00Z,21.3838524,0.002313001,9245.068377
2024-11-14T12:00:00Z,21.35290584,0.002300518,9281.781686
2024-11-14T13:00:00Z,21.7746653,0.0023788,9153.634311
2024-11-14T14:00:00Z,21.69086354,0.002362433,9181.578288
2024-11-14T15:00:00Z,21.23688326,0.00237837,8929.175553
2024-11-14T16:00:00Z,21.23143453,0.00228561,9289.176426
2024-11-14T17:00:00Z,21.64453909,0.00232916,9292.851968
2024-11-14T18:00:00Z,22.10808436,0.002408993,9177.313658
2024-11-14T19:00:00Z,22.2133672,0.00242941,9143.523407
2024-11-14T20:00:00Z,22.21367093,0.00242411,9163.639822
2024-11-14T21:00:00Z,21.99528602,0.002381609,9235.47317
2024-11-14T22:00:00Z,22.14475092,0.002411677,9182.303816
2024-11-14T23:00:00Z,21.35624658,0.002321233,9200.389009
2024-11-15T00:00:00Z,21.58350992,0.002340731,9220.84166
2024-11-15T01:00:00Z,21.72696194,0.002383672,9114.912597
2024-11-15T02:00:00Z,21.66599909,0.002337564,9268.622844
2024-11-15T03:00:00Z,21.59827457,0.002339868,9230.552565
2024-11-15T04:00:00Z,21.84978941,0.002398755,9108.804113
2024-11-15T05:00:00Z,22.16916295,0.002417965,9168.521029
2024-11-15T06:00:00Z,21.86993763,0.002364086,9250.906113
2024-11-15T07:00:00Z,21.82731475,0.002361751,9242.005084
2024-11-15T08:00:00Z,21.70437389,0.002331711,9308.346485
2024-11-15T09:00:00Z,21.85026215,0.002368244,9226.355962
2024-11-15T10:00:00Z,21.7248668,0.0023445,9266.311282
2024-11-15T11:00:00Z,21.52759441,0.00231416,9302.552291
2024-11-15T12:00:00Z,21.5635064,0.002344313,9198.219862
2024-11-15T13:00:00Z,21.82861422,0.002385274,9151.407436
2024-11-15T14:00:00Z,21.57574299,0.002327437,9270.172722
2024-11-15T15:00:00Z,21.39342528,0.002308805,9266.016524
2024-11-15T16:00:00Z,21.43382657,0.002335326,9178.087586
2024-11-15T17:00:00Z,21.29522441,0.002291264,9294.094618
2024-11-15T18:00:00Z,21.33410231,0.002302145,9267.054121
2024-11-15T19:00:00Z,21.57681311,0.002357243,9153.41062
2024-11-15T20:00:00Z,21.23507477,0.002288648,9278.436339
2024-11-15T21:00:00Z,21.24038973,0.002290729,9272.3276
2024-11-15T22:00:00Z,21.538547,0.002343112,9192.282315
2024-11-15T23:00:00Z,21.97545388,0.002399799,9157.206033
2024-11-16T00:00:00Z,21.7630556,0.002369673,9183.99104
2024-11-16T01:00:00Z,21.49665409,0.002350268,9146.469292
2024-11-16T02:00:00Z,21.05168941,0.002404033,8756.822144
2024-11-16T03:00:00Z,21.19284187,0.002359683,8981.224118
2024-11-16T04:00:00Z,21.32796727,0.002312946,9221.126334
2024-11-16T05:00:00Z,21.73464806,0.002369928,9171.016191
2024-11-16T06:00:00Z,21.84908531,0.002395424,9121.176589
2024-11-16T07:00:00Z,21.89828131,0.002396236,9138.616276
2024-11-16T08:00:00Z,22.18455963,0.00251081,8835.618637
2024-11-16T09:00:00Z,22.28299887,0.002536887,8783.599297
2024-11-16T10:00:00Z,21.97759478,0.002479166,8864.914564
2024-11-16T11:00:00Z,22.07982921,0.002507192,8806.596866
2024-11-16T12:00:00Z,22.12466706,0.002517982,8786.666092
2024-11-16T13:00:00Z,22.06732871,0.002473556,8921.297399
2024-11-16T14:00:00Z,22.06769589,0.002493817,8848.963613
2024-11-16T15:00:00Z,22.07882017,0.002489906,8867.330803
2024-11-16T16:00:00Z,22.07684649,0.002498051,8837.628411
2024-11-16T17:00:00Z,21.30483492,0.002608032,8168.931562
2024-11-16T18:00:00Z,20.3761525,0.002556495,7970.347096
2024-11-16T19:00:00Z,20.9047954,0.002513021,8318.591607
2024-11-16T20:00:00Z,21.80561335,0.002454307,8884.631527
2024-11-16T21:00:00Z,21.97564132,0.002481508,8855.76082
2024-11-16T22:00:00Z,22.47211322,0.002541253,8842.926391
2024-11-16T23:00:00Z,22.82330374,0.00256211,8908.010874
2024-11-17T00:00:00Z,22.63460598,0.00256939,8809.330612
2024-11-17T01:00:00Z,22.633982,0.002578282,8778.706906
2024-11-17T02:00:00Z,22.65969804,0.002543502,8908.85796
